index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold,page_count,reviews,awards_and_recognition,format
401,2001.0,good to great: why some companies make the leap... and others don't,james c. collins,eng,,4.04,85277,genre fiction,1032.93,0.0,4.99,436,"amazon digital services,  inc.",5589,,,,
402,2009.0,fire,kristin cashore,en-us,,4.12,98180,genre fiction,2457.95,1474.77,11.99,439,penguin group (usa) llc,5535,,,,
403,1952.0,en attendant godot,samuel beckett,eng,,3.81,98950,genre fiction,1621.97,973.182,7.99,444,penguin group (usa) llc,5481,,,,
404,1906.0,white fang,jack london,eng,,3.94,100223,genre fiction,1703.17,1021.902,8.39,444,random house llc,5481,,,,
405,2003.0,wolves of the calla,"stephen king, bernie wrightson",eng,,4.17,98182,genre fiction,603.98,0.0,2.99,445,"amazon digital services,  inc.",5454,,,,
406,2000.0,his dark materials,philip pullman,eng,,4.25,88227,genre fiction,603.98,0.0,2.99,445,"amazon digital services,  inc.",5454,,,,
407,2012.0,the edge of never,j.a. redmerski,en-us,,4.26,117508,genre fiction,600.99,360.594,2.99,447,simon and schuster digital sales inc,5427,,,,
408,2013.0,reconstructing amelia,kimberly mccreight,eng,,3.82,86965,nonfiction,198.99,119.394,0.99,447,"amazon digital services,  inc.",5427,,,,
409,2014.0,the one plus one,jojo moyes,eng,,3.94,87412,genre fiction,399.99,239.994,1.99,448,hachette book group,5427,,,,
410,1998.0,the hours,michael cunningham,en-us,,3.91,97462,genre fiction,500.0,300.0,2.5,449,harpercollins publishers,5400,,,,
411,2012.0,wallbanger,alice clayton,eng,,4.1,134805,nonfiction,1898.0,0.0,9.49,450,"amazon digital services,  inc.",5400,,,,
412,1997.0,holidays on ice,david sedaris,eng,,3.95,82591,genre fiction,595.01,0.0,2.99,452,"amazon digital services,  inc.",5373,,,,
413,1996.0,desperation,stephen king,eng,,3.8,94821,genre fiction,196.02,117.612,0.99,453,"amazon digital services,  inc.",5346,,,,
414,2011.0,passion,lauren kate,eng,,3.89,119735,genre fiction,790.02,0.0,3.99,454,"amazon digital services,  inc.",5346,,,,
415,2012.0,the kill order,james dashner,eng,,3.69,96568,genre fiction,1059.86,635.916,5.38,455,random house llc,5319,,,,
416,2011.0,angelfall,susan ee,en-us,,4.19,73886,genre fiction,194.04,0.0,0.99,457,"amazon digital services,  inc.",5292,,,,
417,2001.0,empire falls,richard russo,eng,,3.91,90811,genre fiction,586.04,0.0,2.99,458,"amazon digital services,  inc.",5292,,,,
418,1993.0,the fires of heaven,robert jordan,en-us,,4.13,93227,children,1480.05,888.03,7.59,459,random house llc,5265,,,,
419,2014.0,i'll give you the sun,jandy nelson,eng,,4.14,140937,genre fiction,583.05,349.83,2.99,460,simon and schuster digital sales inc,5265,,,,
420,1999.0,survivor,chuck palahniuk,en-us,,3.93,49551,genre fiction,192.06,115.236,0.99,462,harpercollins publishers,5238,,,,
421,2007.0,shopaholic and baby,sophie kinsella,eng,,3.77,98130,genre fiction,191.07,0.0,0.99,463,"amazon digital services,  inc.",5211,,,,
422,2004.0,the dark tower,stephen king,en-us,,4.27,93296,genre fiction,770.07,0.0,3.99,463,"amazon digital services,  inc.",5211,,,,
423,2009.0,twilight director's notebook,catherine hardwicke,en-us,,4.2,88847,genre fiction,1726.08,1035.648,8.99,465,harpercollins publishers,5184,,,,
424,2001.0,shopaholic abroad,sophie kinsella,en-us,,3.75,93498,genre fiction,1468.79,881.274,7.69,468,penguin group (usa) llc,5157,,,,
425,1984.0,"surely you're joking, mr. feynman! adventures of a curious character",richard feynman,en-us,,4.29,91625,genre fiction,948.1,0.0,4.99,470,"amazon digital services,  inc.",5130,,,,
426,2010.0,linger,maggie stiefvater,en-us,,3.91,125363,genre fiction,376.11,0.0,1.99,471,"amazon digital services,  inc.",5103,,,,
427,1908.0,the complete anne of green gables boxed set,l.m. montgomery,unknown,,4.42,92142,genre fiction,1510.11,906.066,7.99,472,random house llc,5103,,,,
428,1916.0,a portrait of the artist as a young man,"james joyce, seamus deane",eng,,3.6,92569,fiction,565.11,339.066,2.99,472,random house llc,5103,,,,
429,2009.0,the gathering storm,"robert jordan, brandon sanderson",eng,,4.34,94095,genre fiction,750.12,0.0,3.99,473,"amazon digital services,  inc.",5076,,,,
430,1871.0,middlemarch,"george eliot, michel faber",eng,,3.93,95995,nonfiction,186.12,0.0,0.99,474,"amazon digital services,  inc.",5076,,,,
431,2012.0,point of retreat,colleen hoover,eng,,4.3,109344,genre fiction,185.13,0.0,0.99,475,"amazon digital services,  inc.",5049,,,,
432,1997.0,the partner,john grisham,unknown,,3.89,86870,genre fiction,746.13,0.0,3.99,476,"amazon digital services,  inc.",5049,,,,
433,1973.0,the hobbit and the lord of the rings,j.r.r. tolkien,eng,,4.59,90907,genre fiction,184.14,110.484,0.99,477,"amazon digital services,  inc.",5022,,,,
434,2009.0,thoughtless,s.c. stephens,eng,,4.12,90483,genre fiction,1114.14,668.484,5.99,478,penguin group (usa) llc,5022,,,,
435,1986.0,presumed innocent,scott turow,unknown,,4.1,91774,genre fiction,553.15,331.89,2.99,479,"amazon digital services,  inc.",4995,,,,
436,1989.0,the dark half,stephen king,eng,,3.74,94624,genre fiction,550.16,330.096,2.99,482,macmillan,4968,,,,
437,2006.0,cleopatra: a life,stacy schiff,eng,,3.62,73994,genre fiction,181.17,0.0,0.99,483,"amazon digital services,  inc.",4941,,,,
438,2005.0,the world is flat: a brief history of the twenty-first century,thomas l. friedman,en-us,,3.66,78271,genre fiction,544.18,326.508,2.99,485,hachette book group,4914,,,,
439,2013.0,steelheart,brandon sanderson,eng,,4.16,76261,genre fiction,1243.06,745.836,6.83,486,penguin group (usa) llc,4914,,,,
440,1995.0,unknown,"marcus pfister, j. alison james",en-us,,4.15,95421,genre fiction,903.19,0.0,4.99,488,"amazon digital services,  inc.",4887,,,,
441,1864.0,voyage au centre de la terre,jules verne,eng,,3.84,89410,nonfiction,1726.2,1035.72,9.59,489,macmillan,4860,,,,
442,2009.0,the happiness project,gretchen rubin,eng,,3.57,94456,genre fiction,177.21,106.326,0.99,491,"amazon digital services,  inc.",4833,,,,
443,1962.0,the man in the high castle,philip k. dick,eng,,3.66,84180,genre fiction,2280.46,1368.276,12.74,492,hachette book group,4833,,,,
444,1974.0,helter skelter: the true story of the manson murders,"vincent bugliosi, curt gentry",en-gb,,4.0,92158,genre fiction,176.22,0.0,0.99,493,"amazon digital services,  inc.",4806,,,,
445,2003.0,unknown,"robert kapilow, dr. seuss",unknown,,4.44,90574,nonfiction,532.22,319.332,2.99,493,hachette book group,4806,,,,
446,1320.0,inferno,"dante alighieri, anthony m. esolen",unknown,,3.99,87511,fiction,354.22,212.532,1.99,493,hachette book group,4806,,,,
447,2012.0,shadow of night,deborah harkness,eng,,4.04,97925,genre fiction,1242.44,745.464,6.98,494,"amazon digital services,  inc.",4806,,,,
448,2014.0,leaving time,jodi picoult,eng,,3.94,76553,fiction,175.23,105.138,0.99,495,"amazon digital services,  inc.",4779,,,,
449,2006.0,moon called,patricia briggs,eng,,4.18,129150,genre fiction,350.24,0.0,1.99,497,"amazon digital services,  inc.",4752,,,,
450,2006.0,blue bloods,melissa de la cruz,en-us,,3.68,116687,genre fiction,702.24,421.344,3.99,497,"amazon digital services,  inc.",4752,,,,
451,1994.0,the alienist,caleb carr,eng,,4.05,96981,genre fiction,1230.24,738.144,6.99,498,harpercollins publishers,4752,,,,
452,2015.0,between the world and me,ta-nehisi coates,eng,,4.4,74218,genre fiction,523.25,0.0,2.99,499,"amazon digital services,  inc.",4725,,,,
453,1667.0,paradise lost,"john milton, john      leonard",eng,,3.8,96316,genre fiction,868.26,0.0,4.99,502,"amazon digital services,  inc.",4698,,,,
454,2009.0,the big short: inside the doomsday machine,michael   lewis,en-us,,4.26,37090,fiction,1216.26,729.756,6.99,502,simon and schuster digital sales inc,4698,,,,
455,1999.0,the girl who loved tom gordon,stephen king,unknown,,3.56,95768,nonfiction,1346.76,808.056,7.74,503,"amazon digital services,  inc.",4698,,,,
456,2011.0,a monster calls,"patrick ness, jim kay, siobhan dowd",eng,,4.36,104579,genre fiction,1842.45,1105.47,10.65,505,random house llc,4671,,,,
457,2010.0,towers of midnight,"robert jordan, brandon sanderson",en-us,,4.42,91383,fiction,344.27,206.562,1.99,505,"amazon digital services,  inc.",4671,,,,
458,1971.0,the day of the jackal,frederick forsyth,eng,,4.25,85883,genre fiction,171.27,0.0,0.99,508,"amazon digital services,  inc.",4671,,,,
459,2010.0,rework,"jason fried, david heinemeier hansson",eng,,3.93,88626,genre fiction,517.27,310.362,2.99,509,simon and schuster digital sales inc,4671,,,,
460,2011.0,attachments,rainbow rowell,eng,,3.95,105414,genre fiction,170.28,102.168,0.99,511,"amazon digital services,  inc.",4644,,,,
461,2005.0,the twilight saga,"stephenie meyer, ilyana kadushin, matt walters",unknown,,3.88,89204,genre fiction,1632.28,979.368,9.49,513,penguin group (usa) llc,4644,,,,
462,2012.0,tell the wolves i'm home,carol rifka brunt,eng,,4.04,85582,genre fiction,340.29,0.0,1.99,514,"amazon digital services,  inc.",4617,,,,
463,1972.0,all creatures great and small,james herriot,eng,,4.31,64779,genre fiction,1024.29,0.0,5.99,514,"amazon digital services,  inc.",4617,,,,
464,2011.0,the unbecoming of mara dyer,michelle hodkin,eng,,4.09,83847,fiction,1879.29,1127.574,10.99,516,macmillan,4617,,,,
465,1997.0,three to get deadly,janet evanovich,en-us,,4.14,113400,genre fiction,1109.79,665.874,6.49,517,hachette book group,4617,,,,
466,1905.0,the scarlet pimpernel,emmuska orczy,eng,,4.06,93217,fiction,648.09,388.854,3.79,517,hachette book group,4617,,,,
467,1971.0,the monster at the end of this book,"jon stone, michael j. smollin",eng,,4.45,102184,genre fiction,340.29,0.0,1.99,518,"amazon digital services,  inc.",4617,,,,
468,1972.0,tales of a fourth grade nothing,judy blume,eng,,4.09,106435,genre fiction,508.3,304.98,2.99,519,penguin group (usa) llc,4590,,,,
469,2012.0,shadow and bone,leigh bardugo,eng,,4.05,135225,fiction,678.3,0.0,3.99,519,"amazon digital services,  inc.",4590,,,,
470,2009.0,het diner,"herman koch, sam garrett",eng,,3.22,74979,genre fiction,848.3,0.0,4.99,520,"amazon digital services,  inc.",4590,,,,
471,2013.0,champion,marie lu,eng,,4.37,114623,nonfiction,1688.31,1012.986,9.99,523,simon and schuster digital sales inc,4563,,,,
472,1985.0,contact,carl sagan,eng,,4.11,90917,genre fiction,1350.31,810.186,7.99,524,random house llc,4563,,,,
473,2011.0,lola and the boy next door,stephanie perkins,en-us,,4.0,108370,genre fiction,674.31,404.586,3.99,524,"amazon digital services,  inc.",4563,,,,
474,1999.0,white teeth,zadie smith,en-us,,3.75,82474,fiction,167.31,100.386,0.99,524,"amazon digital services,  inc.",4563,,,,
475,2012.0,american sniper: the autobiography of the most lethal sniper in u.s. military history,"chris kyle, scott mcewen, jim defelice",eng,,3.97,61422,genre fiction,2153.06,1291.836,12.74,525,macmillan,4563,,,,
476,2004.0,my horizontal life: a collection of one-night stands,chelsea handler,en-gb,,3.79,83607,nonfiction,1294.54,776.724,7.66,526,simon and schuster digital sales inc,4563,,,,
477,2011.0,the power of six,pittacus lore,eng,,4.17,97938,fiction,1843.79,1106.274,10.91,526,macmillan,4563,,,,
478,2013.0,the interestings,meg wolitzer,eng,,3.54,76566,genre fiction,1342.32,805.392,7.99,528,harpercollins publishers,4536,,,,
479,1988.0,the essential calvin and hobbes: a calvin and hobbes treasury,bill watterson,en-us,,4.65,93001,genre fiction,166.32,0.0,0.99,530,"amazon digital services,  inc.",4536,,,,
480,2008.0,people of the book,geraldine brooks,eng,,4.0,95796,genre fiction,1291.92,775.152,7.69,531,penguin group (usa) llc,4536,,,,
481,2012.0,the secret keeper,kate morton,unknown,,4.13,89460,genre fiction,332.33,199.398,1.99,532,harpercollins publishers,4509,,,,
482,1953.0,better homes & gardens new cook book,better homes and gardens,unknown,,4.14,93640,nonfiction,165.33,0.0,0.99,534,"amazon digital services,  inc.",4509,,,,
483,1984.0,"so long, and thanks for all the fish",douglas adams,eng,,4.08,93774,genre fiction,1985.63,1191.378,11.89,535,harpercollins publishers,4509,,,,
485,2001.0,the surgeon,tess gerritsen,en-gb,,4.1,89468,nonfiction,1835.33,1101.198,10.99,536,random house llc,4509,,,,
486,2012.0,the girl you left behind,jojo moyes,eng,,3.95,80991,genre fiction,1152.04,691.224,6.94,537,random house llc,4482,,,,
487,1996.0,royal assassin,robin hobb,eng,,4.21,82608,fiction,164.34,0.0,0.99,538,"amazon digital services,  inc.",4482,,,,
488,1953.0,childhood's end,arthur c. clarke,en-us,,4.09,87141,genre fiction,1226.74,0.0,7.39,539,"amazon digital services,  inc.",4482,,,,
489,2004.0,the tale of despereaux,"kate dicamillo, timothy basil ering",en-us,,4.0,113066,genre fiction,1153.35,692.01,6.99,541,penguin group (usa) llc,4455,,,,
